UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (1) CANDIDATE LOST DEPOSIT ,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,PR (2) CANDIDATE LOST DEPOSIT ,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.059_N.15,PERAK,P.059,BUKIT GANTANG,N.15,TRONG,BN - UMNO,,13043,1804,84.96,11081,16,163,10902,UMNO,DR ZABRI BIN ABD WAHID,MALE,,6353,,,,,,,,PAS,USTAZ NORAZLI BIN MUSA,MALE,45,4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.060_N.16,PERAK,P.060,TAIPING,N.16,KAMUNTING,BN - UMNO,,27348,887,84.10,22999,106,212,22681,UMNO,DATO' MOHAMMAD ZAHIR ABDUL KHALID,MALE,45,11784,,,,,,,,PAS,USTAZ FAKHRUDIN,MALE,,10897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.060_N.17,PERAK,P.060,TAIPING,N.17,POKOK ASSAM,PR - DAP,,22360,7925,80.58,18018,32,159,17827,MCA,HO CHENG WANG,MALE,58,4855,,DAP,TEH KOK LIM,MALE,43,12780,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TABLE,YUSOFF,MALE,,192,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.060_N.18,PERAK,P.060,TAIPING,N.18,AULONG,PR - DAP,,28440,7330,80.51,22896,61,254,22581,GERAKAN,SOO KAY PING,MALE,,7513,,DAP,LEOW THYE YIH,MALE,46,14843,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,YEW TIAN HOE,MALE,,225,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.061_N.19,PERAK,P.061,PADANG RENGAS,N.19,CHENDEROH,BN - UMNO,,13617,1567,84.89,11559,16,196,11347,UMNO,ZAINUN BIN MAT NOOR,MALE,57,6457,,,,,,,,PAS,MOHAMAD AZALAN,MALE,52,4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.061_N.20,PERAK,P.061,PADANG RENGAS,N.20,LUBOK MERBAU,BN - UMNO,,14901,53,85.03,12671,24,178,12469,UMNO,DATO' SITI SALMAH BINTI MAT JUSAK,FEMALE,54,6261,,,,,,,,PAS,HAJI MOHD. ZAINUDIN MOHD YUSOF,MALE,,6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.062_N.21,PERAK,P.062,SUNGAI SIPUT,N.21,LINTANG,BN - UMNO,,23433,3977,82.31,19287,2,374,18911,UMNO,DATO HAJI MOHD ZOLKAFLY BIN HAJI HARUN,MALE,56,11444,,,,,,,,PAS,IR HJ MAZLAN YOP LAN,MALE,,7467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.062_N.22,PERAK,P.062,SUNGAI SIPUT,N.22,JALONG,PR - DAP,,28163,6769,79.29,22330,41,427,21862,GERAKAN,LIEW YEW AW,MALE,,6895,,DAP,LOH SZE YEE,MALE,38,13664,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,KALIMUTHU,MALE,,1303,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.063_N.23,PERAK,P.063,TAMBUN,N.23,MANJOI,BN - UMNO,,51036,132,85.70,43739,151,698,42890,UMNO,MOHAMAD ZIAD BIN DATO' HJ MOHD. ZAINAL,MALE,,21511,,,,,,,,PAS,HJ. ASMUNI AWI,MALE,51,21379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.063_N.24,PERAK,P.063,TAMBUN,N.24,HULU KINTA,BN - UMNO,,38399,6118,84.73,32536,2,616,31918,UMNO,HJ AMINUDDIN HANAFIAH,MALE,50,18893,,PKR,M. A. TINAGARAN A/L ARUMUGAM,MALE,,12775,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SULAIMAN BIN ZAKARIYA,MALE,,250,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.064_N.25,PERAK,P.064,IPOH TIMOR,N.25,CANNING,PR - DAP,,35181,14444,79.82,28082,88,302,27692,GERAKAN,CEYLYN TAY WEI LUNG,FEMALE,,6624,,DAP,WONG KAH WOH,MALE,33,21068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.064_N.26,PERAK,P.064,IPOH TIMOR,N.26,TEBING TINGGI,PR - DAP,,19006,5887,77.14,14662,44,243,14375,MCA,TONY KHOO BOON CHUAN,MALE,44,4244,,DAP,ONG BOON PIOW,MALE,34,10131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.064_N.27,PERAK,P.064,IPOH TIMOR,N.27,PASIR PINJI,PR - DAP,,27631,13632,81.33,22473,86,227,22160,MCA,THONG FAH CHONG,MALE,55,4264,,DAP,HOWARD LEE CHUAN HOW,MALE,30,17896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.065_N.28,PERAK,P.065,IPOH BARAT,N.28,BERCHAM,PR - DAP,,32816,13916,83.10,27269,80,288,26901,MCA,LIM HUEY SHAN,MALE,38,6446,,DAP,CHEONG CHEE KHING,MALE,,20362,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HORSE,RK. MUTHU,MALE,,93,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.065_N.29,PERAK,P.065,IPOH BARAT,N.29,KEPAYANG,PR - DAP,,22098,4604,79.49,17566,34,240,17292,MCA,CHANG KOK AUN,MALE,57,6344,,DAP,NGA KOR MING,MALE,41,10948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.065_N.30,PERAK,P.065,IPOH BARAT,N.30,BUNTONG,PR - DAP,,22847,8629,79.83,18239,44,312,17883,MIC,C. SIVARRAAJH,MALE,42,4433,,DAP,SIVASUBRAMANIAM,MALE,47,13062,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,A. SEBASTIAR,MALE,,261,LOST DEPOSIT,INDEPENDENT - HIBISCUS,BASRI,MALE,,127,LOST DEPOSIT,,,,,,,,,,,,
P.066_N.31,PERAK,P.066,BATU GAJAH,N.31,JELAPANG,PR - DAP,,30032,12266,82.15,24670,95,431,24144,MIC,MOKAN,MALE,,4655,,DAP,TEH HOCK KE,MALE,63,16921,,,,,,,,PSM,SARAS,FEMALE,59,2568,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.066_N.32,PERAK,P.066,BATU GAJAH,N.32,MENGLEMBU,PR - DAP,,30670,16799,81.14,24886,32,265,24589,MCA,LOO GAR YEN,MALE,39,3895,,DAP,LIM PEK HAR,FEMALE,49,20694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.066_N.33,PERAK,P.066,BATU GAJAH,N.33,TRONOH,PR - DAP,,26885,6191,77.05,20714,68,351,20295,MCA,YIP SZE CHOY,MALE,54,7052,,DAP,YONG CHOO KIONG,MALE,43,13243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.067_N.34,PERAK,P.067,KUALA KANGSAR,N.34,BUKIT CHANDAN,BN - UMNO,,15979,959,84.30,13471,37,238,13196,UMNO,MASLIN SHAM BIN RAZMAN,MALE,44,7050,,PKR,FATHMAWATY SALIM,FEMALE,,6091,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - MOTORCYCLE,JAHIDDIN BIN ISA,MALE,,55,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.067_N.35,PERAK,P.067,KUALA KANGSAR,N.35,MANONG,BN - UMNO,,17561,231,84.35,14812,46,187,14579,UMNO,MOHAMAD KAMIL SHAFIE,MALE,53,7405,,,,,,,,PAS,JAMIL BIN DZULKARNAIN,MALE,,7174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.068_N.36,PERAK,P.068,BERUAS,N.36,PENGKALAN BAHARU,BN - UMNO,,17459,2505,82.56,14414,26,233,14155,UMNO,DATO' HJ. ABD. MANAF HASHIM,MALE,57,8281,,,,,,,,PAS,DR KHAIRUDDIN BIN DATO' MALIK,MALE,,5776,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CANOE,AHMAD NIZAM BIN IBRAHIM,MALE,,98,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.068_N.37,PERAK,P.068,BERUAS,N.37,PANTAI REMIS,PR - DAP,,31746,9471,79.29,25172,40,419,24713,MCA,KOH SER YUN,FEMALE,36,7621,,DAP,WONG MAY ING,FEMALE,34,17092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.069_N.38,PERAK,P.069,PARIT,N.38,BELANJA,BN - UMNO,,15010,2963,84.42,12671,28,224,12419,UMNO,USTAZ MOHD NIZAR BIN ZAKARIA,MALE,44,7691,,,,,,,,PAS,DR. HJH. NAJIHA,FEMALE,47,4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.069_N.39,PERAK,P.069,PARIT,N.39,BOTA,BN - UMNO,,18493,3448,86.21,15942,45,337,15560,UMNO,NASARUDIN HASHIM,MALE,,9504,,PKR,USTAZ ZULKIFLY IBRAHIM,MALE,51,6056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.070_N.40,PERAK,P.070,KAMPAR,N.40,MALIM NAWAR,PR - DAP,,24615,4343,75.54,18593,40,304,18249,MCA,CHANG GWO CHYANG,MALE,54,6953,,DAP,LEONG CHEOK KENG,MALE,45,11296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.070_N.41,PERAK,P.070,KAMPAR,N.41,KERANJI,PR - DAP,,21111,5561,75.86,16014,28,205,15781,MCA,DANIEL WA WAI HOW,MALE,25,5110,,DAP,CHEN FOOK CHYE,MALE,53,10671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.070_N.42,PERAK,P.070,KAMPAR,N.42,TUALANG SEKAH,BN - UMNO,,17893,2046,81.96,14665,54,347,14264,UMNO,NOLEE RADZI,FEMALE,38,7955,,PKR,BALDIP SINGH,MALE,,5909,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,SYED MOHAMED BIN SYED ALI,MALE,,400,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.071_N.43,PERAK,P.071,GOPENG,N.43,SUNGAI RAPAT,PR - PAS,,42873,2638,85.70,36741,106,460,36175,UMNO,DATO' HAMIDAH BT. OSMAN,FEMALE,52,16602,,,,,,,,PAS,RADZI BIN ZAINON,MALE,,19240,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,MIOR AZMAN DATO MIOR ARIS,MALE,,333,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.071_N.44,PERAK,P.071,GOPENG,N.44,SIMPANG PULAI,PR - PKR,,32101,11083,83.56,26824,44,303,26477,MCA,CHANG KON YOU,MALE,65,7697,,PKR,TAN KAR HING,MALE,31,18780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.071_N.45,PERAK,P.071,GOPENG,N.45,TEJA,PR - PKR,,22118,2082,80.83,17877,31,464,17382,MCA,YEW SAU KHAM,FEMALE,59,7650,,PKR,CHANG LIH KANG,MALE,33,9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.072_N.46,PERAK,P.072,TAPAH,N.46,CHENDERIANG,BN - MCA,,21750,4767,80.65,17542,52,525,16965,MCA,DR. MAH HANG SOON,MALE,48,10866,,PKR,AMANI WILLIAMS-HUNT ABDULLAH,MALE,60,6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.072_N.47,PERAK,P.072,TAPAH,N.47,AYER KUNING,BN - UMNO,,23735,3485,81.80,19415,62,353,19000,UMNO,DATO' HJ. SAMSUDIN BIN ABU HASSAN,MALE,54,11094,,,,,,,,PAS,Dr. AHMAD RAZI OTHMAN,MALE,,7609,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,M. KATHIRAVAN,MALE,,297,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.073_N.48,PERAK,P.073,PASIR SALAK,N.48,SUNGAI MANIK,BN - UMNO,,25028,1854,83.18,20818,62,516,20240,UMNO,ZAINOL FADZI BIN HJ PAHARUDIN,MALE,47,11047,,PKR,OSMAN ABDUL RAHMAN,MALE,,9193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.073_N.49,PERAK,P.073,PASIR SALAK,N.49,KAMPONG GAJAH,BN - UMNO,,26470,6100,85.81,22715,95,440,22180,UMNO,HJ ABDULLAH FAUZI BIN DATO' HAJI AHMAD RAZALI,MALE,58,14140,,,,,,,,PAS,DRS. ISHAK BIN SAARI,MALE,,8040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.074_N.50,PERAK,P.074,LUMUT,N.50,SITIAWAN,PR - DAP,,28546,11820,81.04,23133,35,334,22764,MCA,TING TAI FOOK,MALE,29,5472,,DAP,NGEH KOO HAM,MALE,52,17292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.074_N.51,PERAK,P.074,LUMUT,N.51,PASIR PANJANG,BN - UMNO,,35940,304,85.65,30783,71,465,30247,UMNO,RASHIDI BIN IBRAHIM,MALE,47,15153,,,,,,,,PAS,HAJJAH ROHAWATI ABIDIN,FEMALE,43,14849,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,VIJAYAN A/L SUBRAMANIAM,MALE,,245,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.074_N.52,PERAK,P.074,LUMUT,N.52,PANGKOR,BN - UMNO,,23814,5124,83.31,19840,77,254,19509,UMNO,DR ZAMBRY ABD KADIR,MALE,51,12291,,PKR,MOHD SAIFULLAH MOHD ZULKIFLI,MALE,,7167,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CANOE,BENARD PARENPA,MALE,,51,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.075_N.53,PERAK,P.075,BAGAN DATOK,N.53,RUNGKUP,BN - UMNO,,15287,613,82.14,12556,72,267,12217,UMNO,SHAHRUL ZAMAN BIN YAHYA,MALE,46,6415,,,,,,,,PAS,USTAZ MISBAH,MALE,50,5802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.075_N.54,PERAK,P.075,BAGAN DATOK,N.54,HUTAN MELINTANG,PR - PKR,,24637,1240,83.26,20513,41,636,19836,MIC,R. SUPRAMANIAM,MALE,,8915,,PKR,S. KESAVAN,MALE,38,10155,,,,,,,,BERJASA,AZAHARI BIN ABDULLAH,MALE,,353,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - PEN,MAT SIDI BIN HASHIM,MALE,,413,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.076_N.55,PERAK,P.076,TELOK INTAN,N.55,PASIR BEDAMAR,PR - DAP,,31411,13037,79.69,25031,67,281,24683,PPP,DATUK SERI M KAYVEAS,MALE,59,5823,,DAP,TERENCE NAIDU A/L V. RAJA @ RAJA NAIDU,MALE,45,18860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.076_N.56,PERAK,P.076,TELOK INTAN,N.56,CHANGKAT JONG,BN - UMNO,,29072,1118,81.89,23808,92,435,23281,UMNO,MOHD AZHAR BIN JAMALUDDIN,MALE,46,12065,,,,,,,,PAS,HJ. ANUAR BIN SUDIN,MALE,,10947,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,K. SUPPAN,MALE,,269,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.077_N.57,PERAK,P.077,TANJONG MALIM,N.57,SUNGKAI,PR - DAP,,19285,3511,80.17,15460,67,276,15117,MCA,GOH KIM SWEE,MALE,49,5803,,DAP,A. SIVANESAN,MALE,57,9314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.077_N.58,PERAK,P.077,TANJONG MALIM,N.58,SLIM,BN - UMNO,,22320,3853,85.20,19016,62,303,18651,UMNO,DATO' KHUSAIRI TALIB,MALE,52,11152,,,,,,,,PAS,HJ. AMINUDDIN ZULKIPLI,MALE,44,7299,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,DATO' MOSSES RAMIAH,MALE,,200,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.077_N.59,PERAK,P.077,TANJONG MALIM,N.59,BEHRANG,BN - UMNO,,22894,1968,82.65,18923,50,496,18377,UMNO,DATO' HJH RUSNAH KASSIM,FEMALE,59,9823,,PKR,DATO' ABDUL HADI BIN ABDUL KHATAB,MALE,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,KAMAL BADRI BIN TAK M ZAINUDIN,MALE,,358,LOST DEPOSIT,INDEPENDENT - CAR,P.S NAIDU,MALE,,341,LOST DEPOSIT,,,,,,,,,,,,
P.078_N.01,PAHANG,P.078,CAMERON HIGHLANDS,N.01,TANAH RATA,PR - DAP,,16796,3144,79.56,13363,3,340,13020,GERAKAN,HO YIP KAP,MALE,,4734,,DAP,LEONG NGAH NGAH,MALE,58,7878,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR CHEAM MAY CHOO,FEMALE,53,408,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.078_N.02,PAHANG,P.078,CAMERON HIGHLANDS,N.02,JELAI,BN - UMNO,,11184,3182,83.97,9391,1,396,8994,UMNO,DATO’ WAN ROSDY BIN WAN ISMAIL,MALE,55,5919,,,,,,,,PAS,ABDUL KARIM BIN NOR,MALE,,2737,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,ALAGU A/L THANGARAJOO,MALE,,338,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.079_N.03,PAHANG,P.079,LIPIS,N.03,PADANG TENGKU,BN - UMNO,,12096,1914,86.79,10498,1,163,10334,UMNO,MUSTAPA BIN LONG,MALE,52,6124,,,,,,,,PAS,ROSLAN BIN ZAINAL,MALE,,4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.079_N.04,PAHANG,P.079,LIPIS,N.04,CHEKA,BN - MCA,,11920,1185,81.63,9730,56,211,9463,MCA,FONG KOONG FUEE,MALE,,5324,,PKR,ABAS BIN AWANG,MALE,62,4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.079_N.05,PAHANG,P.079,LIPIS,N.05,BENTA,BN - UMNO,,8308,901,83.03,6898,40,93,6765,UMNO,DATO HJ MOHD SOFFI BIN TAN SRI ABDUL RAZAK,MALE,,3833,,PKR,RIZAL BIN JAMIN,MALE,40,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.080_N.06,PAHANG,P.080,RAUB,N.06,BATU TALAM,BN - UMNO,,14016,4137,84.77,11882,31,284,11567,UMNO,DATO’ ABD AZIZ BIN MAT KIRAM,MALE,53,7852,,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,MALE,,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.080_N.07,PAHANG,P.080,RAUB,N.07,TRAS,PR - DAP,,23485,6762,81.49,19137,55,290,18792,MCA,WING LAY HIANG,FEMALE,,6015,,DAP,CHOONG SIEW ONN,MALE,45,12777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.080_N.08,PAHANG,P.080,RAUB,N.08,DONG,BN - UMNO,,16713,481,84.01,14040,29,306,13705,UMNO,DATO’ SHAHIRUDDIN BIN AB MOIN,MALE,57,7093,,,,,,,,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,MALE,,6612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.081_N.09,PAHANG,P.081,JERANTUT,N.09,TAHAN,BN - UMNO,,13584,1090,85.36,11595,30,255,11310,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,MALE,41,6200,,,,,,,,PAS,USTAZ ZAKUAN,MALE,,5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.081_N.10,PAHANG,P.081,JERANTUT,N.10,DAMAK,BN - MCA,,22877,64,83.28,19052,50,647,18355,MCA,DATO’ LAU LEE,MALE,56,7905,,PKR,JAMALUDDIN BIN ABD RAHIM,MALE,,2435,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,CIKGU KOH.,MALE,,7841,,INDEPENDENT - HOE,MOHD NOR JAAFAR.,MALE,,174,LOST DEPOSIT,,,,,,,,,,,,
P.081_N.11,PAHANG,P.081,JERANTUT,N.11,PULAU TAWAR,BN - UMNO,,21903,3496,86.53,18953,58,295,18600,UMNO,DATO’ DR AHMAD SHUKRI BIN ISMAIL,MALE,50,11048,,,,,,,,PAS,YOHANIS,MALE,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.082_N.12,PAHANG,P.082,INDERA MAHKOTA,N.12,BESERAH,PR - PAS,,31685,3987,85.57,27113,103,305,26705,UMNO,DATO’ MOHD HAZMI BIN YUSOF,MALE,50,11359,,,,,,,,PAS,ANDANSURA RABU,MALE,,15346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.082_N.13,PAHANG,P.082,INDERA MAHKOTA,N.13,SEMAMBU,PR - PKR,,32534,3200,84.91,27624,106,327,27191,MCA,PANG TSU MING,MALE,,11553,,PKR,LEE CHEAN CHUNG,MALE,32,14753,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,MOHD SHUKRI (CMK),MALE,42,885,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.083_N.14,PAHANG,P.083,KUANTAN,N.14,TERUNTUM,PR - PKR,,25098,4437,82.44,20690,40,317,20333,MCA,CHANG HONG SEONG,MALE,50,7948,,PKR,SIM CHON SIANG,MALE,47,12385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.083_N.15,PAHANG,P.083,KUANTAN,N.15,TANJUNG LUMPUR,PR - PAS,,20493,796,86.22,17669,50,235,17384,UMNO,T. ZULKIFLY BIN T. AHMAD,MALE,,8294,,,,,,,,PAS,USTAZ ROSLI ABDUL JABAR,MALE,,9090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.083_N.16,PAHANG,P.083,KUANTAN,N.16,INDERAPURA,BN - UMNO,,10689,1944,88.87,9499,42,113,9344,UMNO,SHAFIK FAUZAN BIN SHARIF,MALE,48,5644,,,,,,,,PAS,DRS. USTAZ SYED ANIS SYED HUSAIN,MALE,,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.084_N.17,PAHANG,P.084,PAYA BESAR,N.17,SUNGAI LEMBING,BN - UMNO,,13751,2591,85.03,11693,31,169,11493,UMNO,DATO’ HJ MD SOHAIMI BIN HJ MOHAMED SHAH,MALE,56,7042,,,,,,,,PAS,CIKGU SULAIMAN MD DERUS,MALE,,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.084_N.18,PAHANG,P.084,PAYA BESAR,N.18,LEPAR,BN - UMNO,,15044,3716,83.99,12635,23,219,12393,UMNO,MOHD SHOHAIMI BIN JUSOH,MALE,51,8022,,PKR,JEFRI JAAFAR BIN TUKEMIN,MALE,,4306,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,KAMARZAMAN BIN MOHAMED YUNUS,MALE,,65,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.084_N.19,PAHANG,P.084,PAYA BESAR,N.19,PANCHING,BN - UMNO,,19272,1036,85.65,16506,67,161,16278,UMNO,DATO’ MOHD ZAILI BIN HJ BESAR,MALE,47,8657,,,,,,,,PAS,USTAZ YUSOF EMBONG,MALE,,7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.085_N.20,PAHANG,P.085,PEKAN,N.20,PULAU MANIS,BN - UMNO,,18848,5596,85.73,16158,77,211,15870,UMNO,KHAIRUDDIN BIN MAHMUD,MALE,61,10733,,,,,,,,PAS,USTAZ OTHMAN BAKAR,MALE,,5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
