UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,ALLIANCE,ALLIANCE CANDIDATE,ALLIANCE CANDIDATE SEX,ALLIANCE CANDIDATE AGE,ALLIANCE VOTE,ALLANCE CANDIDATE LOST DEPOSIT,SF,SF CANDIDATE,SF CANDIDATE SEX,SF CANDIDATE AGE,SF VOTE,SF CANDIDATE LOST DEPOSIT,PMIP,PMIP CANDIDATE,PMIP CANDIDATE SEX,PMIP CANDIDATE AGE,PMIP VOTE,PMIP CANDIDATE LOST DEPOSIT,PPP,PPP CANDIDATE,PPP CANDIDATE SEX,PPP CANDIDATE AGE,PPP VOTE,PPP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.100_NO. 15,TRENGGANU,P.100,TRENGGANU TENGAH,NO. 15,BINJAI,PMIP,,5484,627,76.82,4213,164,4049,UMNO,ISMAIL BIN HAJI KASSIM,MALE,,1247,,PRM,ABDUL LATIF BIN HAJI FAKEH,MALE,,299,LOST DEPOSIT,PMIP,HAJI SAFIE BIN HAJI SULONG,MALE,,1874,,,,,,,,NEGARA,ALI BIN HAJI ABDULLAH,MALE,,629,,,,,,,,,,,,,
P.100_NO. 16,TRENGGANU,P.100,TRENGGANU TENGAH,NO. 16,ULU TRENGGANU TIMOR,PMIP,,4802,450,81.84,3930,162,3768,UMNO,ABDUL RAHMAN BIN KASSIM,MALE,,1072,,PRM,MOHAMED BIN ISMAIL,MALE,,512,,PMIP,ISMAIL BIN HAJI YUSOF,MALE,,1522,,,,,,,,,,,,,,INDEPENDENT - SAW,SETIA BIN ABU BAKAR,MALE,,662,,,,,,,
P.100_NO. 17,TRENGGANU,P.100,TRENGGANU TENGAH,NO. 17,ULU TRENGGANU BARAT,PMIP,,5317,158,74.97,3986,302,3684,UMNO,WAN NGAH BIN AHMAD,MALE,,1209,,PRM,OSMAN BIN ISMAIL,MALE,,812,,PMIP,OMAR BIN ABDUL RAHMAN,MALE,,1367,,,,,,,,NEGARA,ABU BIN ORANG KAYA,MALE,,115,LOST DEPOSIT,INDEPENDENT - KEY,RAJA HARUN BIN JA'AFAR,MALE,,181,LOST DEPOSIT,,,,,,
P.101_NO. 18,TRENGGANU,P.101,DUNGUN,NO. 18,MARANG,PMIP,,6074,1291,75.78,4603,159,4444,UMNO,NOORDIN BIN HAJI MOHAMED,MALE,,1130,,PRM,ABU BAKAR BIN HAJI SAMAN,MALE,,95,LOST DEPOSIT,PMIP,MOHD. TAIB SABRI BIN ABU BAKAR,MALE,,2421,,,,,,,,NEGARA,MOHAMED TAIB BIN HAJI ISMAIL,MALE,,798,,,,,,,,,,,,,
P.101_NO. 19,TRENGGANU,P.101,DUNGUN,NO. 19,SURA,PMIP,,5137,116,67.06,3445,57,3388,UMNO,WAN DIN BIN EMBONG,MALE,,1307,,PRM,ABDUL MALIK BIN MOHAMAD ALI,MALE,,229,LOST DEPOSIT,PMIP,ABU BAKAR BIN MOHD. SALLEH,MALE,,1423,,,,,,,,NEGARA,MUDA BIN MOHD. AMIN,MALE,,429,,,,,,,,,,,,,
P.101_NO. 20,TRENGGANU,P.101,DUNGUN,NO. 20,ULU DUNGUN,PMIP,,4546,91,71.16,3235,89,3146,UMNO,MOHAMED BIN OTHMAN,MALE,,1228,,PRM,BUDIN BIN YUSOFF,MALE,,276,LOST DEPOSIT,PMIP,OMAR SHUKRI BIN EMBONG,MALE,,1319,,,,,,,,NEGARA,MOHD. AMIn BIN MAHMOOD,MALE,,323,LOST DEPOSIT,,,,,,,,,,,,
P.102_NO. 21,TRENGGANU,P.102,KEMAMAN,NO. 21,PAKA KERTEH,ALLIANCE - UMNO,,4555,567,74.73,3404,178,3226,UMNO,SULONG BIN MAHMOOD,MALE,,1382,,,,,,,,PMIP,AHMAD BIN HAJI MAHMOOD,MALE,,815,,,,,,,,NEGARA,CHE' ENGKU CHIK BIN MAT,MALE,,301,LOST DEPOSIT,INDEPENDENT - FISH,TENGKU SHAHADAN BIN TENGKU ABDUL MAJID,MALE,,728,,,,,,,
P.102_NO. 22,TRENGGANU,P.102,KEMAMAN,NO. 22,KEMAMAN UTARA,ALLIANCE - UMNO,,3782,639,73.24,2770,80,2690,UMNO,CHE WAN ABDUL GHANI BIN ZAINAL,MALE,,1488,,PRM,MUDA BIN SALLEH,MALE,,136,LOST DEPOSIT,PMIP,ABDUL RAHMAN BIN SALLEH,MALE,,849,,,,,,,,NEGARA,MOHAMMED BIN YUSOF,MALE,,217,LOST DEPOSIT,,,,,,,,,,,,
P.102_NO. 23,TRENGGANU,P.102,KEMAMAN,NO. 23,CHUKAI,ALLIANCE - MCA,,3939,1047,70.63,2782,59,2723,MCA,YEO ENG CHO,MALE,,1521,,PRM,ABU BAKAR BIN MOHAMED AMIN,MALE,,474,,PMIP,CHE' WAN NGAH BIN ABDUL RAHMAN,MALE,,250,LOST DEPOSIT,,,,,,,NEGARA,ABDULLAH BIN YUSOF,MALE,,394,,INDEPENDENT - KEY,MOHAMMAD BIN OMAR,MALE,,84,LOST DEPOSIT,,,,,,
P.102_NO. 24,TRENGGANU,P.102,KEMAMAN,NO. 24,KEMAMAN SELATAN,ALLIANCE - UMNO,,5469,236,75.06,4105,115,3990,UMNO,MOHD. TAHA BIN EMBONG,MALE,,1606,,PRM,HASHIM BIN HAJI HUSSIN,MALE,,288,LOST DEPOSIT,PMIP,SYED NOH BIN ALWEE,MALE,,726,,,,,,,,NEGARA,AHMAD EFFENDI BIN DORIN,MALE,,1370,,,,,,,,,,,,,
P.103_NO. 1,PERLIS,P.103,PERLIS UTARA,NO. 1,KAKI BUKIT,ALLIANCE - MCA,,3844,1495,84.78,3259,54,3205,MCA,LOH AH TONG,MALE,55,2350,,,,,,,,PMIP,YACOB BIN MOHAMED,MALE,,855,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_NO. 2,PERLIS,P.103,PERLIS UTARA,NO. 2,PAYA,ALLIANCE - UMNO,,3799,799,87,3305,44,3261,UMNO,WAN AHMAD BIN WAN DAUD,MALE,69,2030,,,,,,,,PMIP,ABDULLAH BIN AHMAD,MALE,,1231,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_NO. 3,PERLIS,P.103,PERLIS UTARA,NO. 3,MATA AYER,ALLIANCE - UMNO,,3218,798,79.93,2572,130,2442,UMNO,MAHAYUDDIN BIN DATO' HABIB,MALE,,1509,,PRM,WAN KHADZIM B. WAN DIN,MALE,,222,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,SHAIK ALI BA JUNID,MALE,,711,,,,,,,
P.103_NO. 4,PERLIS,P.103,PERLIS UTARA,NO. 4,KANGAR TOWN,ALLIANCE - MCA,,1965,889,73.23,1439,16,1423,MCA,MR. POR SWEE GIAP,MALE,,1156,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,CHE MATT BIN HAJI KASSIM,MALE,,267,,,,,,,
P.103_NO. 5,PERLIS,P.103,PERLIS UTARA,NO. 5,SENA,ALLIANCE - UMNO,,3024,838,82.44,2493,23,2470,UMNO,WAN AHMAD BIN HAJI WAN KASSIM,MALE,,1654,,,,,,,,PMIP,MAT BIN MD. ISA,MALE,,816,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_NO. 6,PERLIS,P.103,PERLIS UTARA,NO. 6,BINTONG,ALLIANCE - UMNO,,3710,798,84.56,3137,39,3098,UMNO,SHEIKH AHMAD,MALE,63,1948,,,,,,,,PMIP,SHAFII BIN OMAR,MALE,,1150,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_NO. 7,PERLIS,P.104,PERLIS SELATAN,NO. 7,KURONG ANAI,ALLIANCE - UMNO,,3115,606,78.91,2458,74,2384,UMNO,HAJI MOKHTAR B. HAJI ISMAIL,MALE,,1495,,,,,,,,PMIP,IBRAHIM BIN YASIN,MALE,,889,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_NO. 8,PERLIS,P.104,PERLIS SELATAN,NO. 8,ARAU,ALLIANCE - UMNO,,3209,354,77.41,2484,90,2394,UMNO,TENGKU ADNAN,MALE,,1374,,,,,,,,PMIP,ABDULRAHMAN BIN OSMAN,MALE,,1020,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_NO. 9,PERLIS,P.104,PERLIS SELATAN,NO. 9,HUTAN AJI,ALLIANCE - UMNO,,3223,271,78.25,2522,61,2461,UMNO,SYED DARUS BIN SYED HASHIM,MALE,,1366,,,,,,,,PMIP,AHMAD BIN SALLEH,MALE,,1095,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_NO. 10,PERLIS,P.104,PERLIS SELATAN,NO. 10,KAYANG,ALLIANCE - UMNO,,3174,617,82.29,2612,46,2566,UMNO,HAJI KERIA BIN WAN NIK,MALE,,1506,,PRM,ZAKARIA BIN ISHAK,MALE,,171,LOST DEPOSIT,PMIP,ABU BAKAR BIN HAJI AWANG,MALE,,889,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_NO. 11,PERLIS,P.104,PERLIS SELATAN,NO. 11,KUALA PERLIS,ALLIANCE - UMNO,,2577,1021,82.5,2126,35,2091,UMNO,YUSOFF BIN ABU BAKAR,MALE,,1556,,,,,,,,PMIP,OMAR BIN MD. SAID,MALE,,535,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_NO. 12,PERLIS,P.104,PERLIS SELATAN,NO. 12,SANGLANG,ALLIANCE - UMNO,,3497,360,80.75,2824,30,2794,UMNO,AHMAD BIN MUSA,MALE,,1577,,,,,,,,PMIP,LEBAI ADNAN B. ABDULLAH,MALE,,1217,,,,,,,,,,,,,,,,,,,,,,,,,
